date,position,signal,regime,confidence,daily_return,cumulative_return
2025-11-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-06,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-09,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-11,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-12,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-13,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-16,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-18,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-19,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-20,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-24,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-25,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-26,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-11-27,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-11-30,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-01,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-02,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-04,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-09,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-10,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-11,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-14,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-15,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-16,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-17,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-18,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-21,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-22,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-23,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-25,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-28,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2025-12-30,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2025-12-31,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2026-01-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2026-01-04,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-05,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-06,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-07,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-08,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-11,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2026-01-12,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-13,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-15,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.033031
2026-01-18,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-19,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.033031
2026-01-20,0.5,neutral_oversold,NEUTRAL,1.0,-0.0,1.033031
2026-01-21,0.5,neutral_oversold,NEUTRAL,1.0,0.002625,1.035742
2026-01-22,0.0,neutral_flat,NEUTRAL,1.0,-0.004793,1.030778
2026-01-26,0.5,neutral_oversold,NEUTRAL,1.0,0.0,1.030778
2026-01-27,0.0,neutral_flat,NEUTRAL,1.0,0.003313,1.034192
2026-01-28,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.034192
2026-01-29,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.034192
2026-01-31,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.034192
2026-02-01,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.034192
2026-02-02,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.034192
2026-02-03,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.034192
2026-02-04,0.0,neutral_flat,NEUTRAL,1.0,-0.0,1.034192
2026-02-05,0.0,neutral_flat,NEUTRAL,1.0,0.0,1.034192
